recipe_name,recipe_CompletePicture_url,recipeProcess_pictures_url,recipe_process,recipe_stuff,recipe_stuff_count,recipe_StuffCountUnit
버터치킨카레,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxK4VJewLo,"['https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90Kx', 'https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90NY', 'https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90OS', 'https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90Rb', 'https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90UE', 'https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr90WL']","['1. 양파, 당근, 토마토, 파프리카는 한입 크기로 썰고, 닭고기는 한입 크기로 썬다.', '2. 닭고기는 요거트(1컵), 가람마살라(1Ts), 코리앤더파우더(1Ts), 커민파우더(1Ts), 다진 마늘(1Ts), 파프리카가루(1Ts), 소금(0.5ts)에 버무려 15분간 재운다.', '3. 중간 불로 달군 팬에 버터(2Ts)를 녹이고, 다진 마늘(1Ts), 양파, 당근, 토마토를 넣어 5분간 볶는다.', '4. 물(⅓컵), 육수 재료, 생크림을 넣어 끓이고, 당근이 익으면 핸드 믹서로 곱게 간 뒤 체로 거른다.', '5. 갈아 낸 카레를 냄비에 붓고, 가람마살라 (1Ts), 코리앤더파우더(1Ts), 커민파우더, (1Ts), 다진 마늘(1Ts), 파프리카가루(1Ts), 소금(0.5ts)을 넣어 걸쭉하게 끓인다.', '6. 꼬치에 파프리카와 닭을 번갈아 끼운 뒤 중간 불로 달군 팬에 닭이 익을 때까지 굽고, 그릇에 카레를 담은 뒤 닭꼬치와 바게트를 곁들여 마무리한다.']","['다릿살 각', '노랑 각']","['200', '1']","['g', '개']"
케이준 스타일 닭고기 요리,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053459_1416213299404.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/861-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/861-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/861-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/861-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/861-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/861-6.jpg']","['1. 식용유를 제외한 모든 향신료를 섞어준다.', '2. 닭가슴살에 식용유를 바른다.', '3. 1의 향신료를 닭가슴살의 한면에만 잘 발라준다.', '4. 가열된 식용유를 두르고 닭가슴살의 향신료 묻는 면이 팬에 닿도록 놓는다.', '5. 앞 뒷면이 노릇하게 되도록 구워준다.', '6. 그릇에 담아 마무리 한다.']","['닭가슴살', '식용유', '파프리카가루', '키엔페퍼', '양파가루', '마늘가루', '후추', '흰후춧가루', '오레가노마른것', '타임 마른것', '바질마른것', '로즈마리마른것', '황설탕']","['100', '8', '2', '1', '1', '1', '1', '1', '05', '05', '1', '05', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
헝가리안 폭찹,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053501_1416213301131.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/863-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/863-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/863-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/863-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/863-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/863-6.jpg']","['1. 작은 불에 양념 재료를 넣고 섞어 절반은 돼지고기에 밑간한다.', '2. 달라붙지 않는 팬을 중간불고 가열한다.', '3. 양념한 돼지고기의 앞·뒷면을 익혀 고기의 중간이 핑크빛이 날 때까지 익히고 그릇에 옮겨담아 뚜껑을 덮어둔다.', '4. 강한불에 팬을 놓고 물 1컵을 부어 팬 바닥에 남아 있는 성분들을 녹여 2분정도 끓인다.', '5. 물이 1/4컵으로 줄어들면 불을 낮추고 사워크림을 넣고 거품기로 저으면서 끓지 않게 2~3분 간 조리한다.', '6. 접시에 돼지고기 폭찹을 담고 스푼으로 소스를 위에 얹고 실파를 뿌려준다.']","['돼지등심', '물', '사워크림', '실파다진것', '파프리카가루', '머스터드 씨드', '코리앤더 씨드', '양파즙', '마늘가루']","['100', '50', '30', '4', '3', '25', '1', '13', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
구운 닭고기 샐러드와 저나트륨 과일 드레싱,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053502_1416213302505.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/865-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/865-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/865-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/865-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/865-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/865-6.jpg']","['1. 닭가슴살을 170℃의 오븐에서 20분간 구운 후 잘게 찢는다.', '2. 양상추는 한 잎 크기로 뜯어 차가운 물에 담갔다가 물기를 뺀다.', '3. 방울토마토는 꼭지를 뗀 후 반으로 가른다.', '4. 브로콜리는 송이송이 떼어 끓는 물에 데친다.', '5. 저나트륨 과일드레싱 재료를 믹서에 넣고 곱게 간다.', '6. 준비된 재료를 한데 섞고 저나트륨 과일드레싱을 곁들인다.']","['닭가슴살', '양상추', '방울토마토', '브로컬리', '파인애플통조림', '키위', '사과', '양파', '올리브오일', '레몬즙', '설탕', '소금']","['60', '18', '18', '20', '40', '20', '10', '4', '6', '32', '32', '04']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
돼지고기 수육 부추부침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053504_1416213304243.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/867-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/867-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/867-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/867-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/867-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/867-6.jpg']","['1. 돼지고기는 덩어리로 준비해 충분히 무르도록 대파, 마늘, 생강, 통후추를 넣어 삶는다.', '2. 부추와 양파는 3cm 길이로 썰어 매운 소스 양념에 가볍게 무친다.', '3. 무는 채썰어 소금, 설탕, 식초에 절였다가 꼭 짠다.', '4. 삶은 돼지고기를 건져 얇게 저민다.', '5. 저민 돼지고기와 양념한 부추, 무를 곁들여 접시에 담는다.', '6. 두부를 곱게 다져 분량의 소스 재료와 섞어 저나트륨 두부 된장소스를 만들어 수육과 함께 낸다.']","['돼지고기 삼겹살', '대파', '마늘', '생강', '통후추', '영양부추', '양파', '무', '소금', '식초', '설탕', '고추기름', '간장', '발사믹식초', '설탕', '두부', '된장', '홍고추다진것', '물']","['40', '5', '5', '15', '05', '10', '25', '15', '01', '15', '1', '1', '2', '10', '5', '15', '2', '1', '25']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
쇠고기 채소볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053505_1416213305070.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/868-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/868-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/868-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/868-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/868-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/868-6.jpg']","['1. 소고기는 굵게 채썬다.', '2. 채썬 소고기에 전분과 달걀을 넣고 밑간을 한다.', '3. 버섯과 채소는 씻은 후 0.3cm 두께로 채 썬다.', '4. 후라이팬에 소고기를 넣고 볶는다.', '5. 채소와 버섯을 넣고 한번 더 볶는다.', '6. 육수에 간장, 정종, 후춧가루를 넣고 끓이다가 마지막에 참기름을 넣어 낸다.']","['쇠고기', '생표고버섯', '양송이버섯', '애느타리버섯', '흰목이버섯', '목이버섯', '샐러리', '홍피망', '정종', '간장', '육수', '후춧가루', '참기름', '식용유', '전분', '달걀']","['40', '16', '9', '12', '04', '04', '4', '8', '2', '2', '10', '02', '1', '9', '2', '2']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
낙지볶음면,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053505_1416213305819.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/869-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/869-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/869-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/869-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/869-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/869-6.jpg']","['1. 낙지와 쭈꾸미는 각각 소금물에 씻어 손질한다.', '2. 낙지는 5cm 길이로 자른다.', '3. 채소들은 각각 10cm 길이로 얇게 채 썬다.', '4. 소스를 만든다.', '5. 생면은 끓는 물에 데친다.', '6. 가열된 팬에 식용유를 넣고 채소를 볶다가 면과 소스를 넣고 충분히 볶는다.']","['낙지', '쭈꾸미', '생면', '배추', '양파', '느타리버섯', '표고버섯', '청피망', '홍피망', '청양고추', '대파', '굴소스', '고춧가루', '매운고춧가루', '소금']","['20', '20', '80', '20', '13', '13', '13', '8', '5', '15', '13', '1', '2', '2', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
지중해 소스를 곁들인 도미스테이크,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053508_1416213308021.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/871-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/871-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/871-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/871-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/871-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/871-6.jpg']","['1. 도미에 후춧가루와 밀가루를 묻혀 놓는다.', '2. 토마토는 껍질을 벗겨 썰고 올리브는 0.8cm 주사위모양으로 썬다.', '3. 팬에 식용유를 넣고 도미를 넣어 익히다가 화이트와인을 넣는다.', '4. 소스 재료들과 물을 넣어 끓이면서 반으로 졸인다.', '5. 도미는 건져내고 팬에 남은 소스에 다진 파슬리가루를 뿌린다.', '6. 접시에 도미와 소스를 함께 곁들여 낸다.']","['도미', '후춧가루', '밀가루', '식용유', '화이트와인', '물', '파슬리다진것', '토마토', '올리브', '케이퍼', '양파다진것', '마늘다진것', '토마토', '바질']","['100', '01', '4', '12', '50', '50', '1', '20', '10', '3', '5', '2', '15', '3']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
해산물 샤브샤브,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053508_1416213308848.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/872-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/872-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/872-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/872-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/872-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/872-6.jpg']","['1. 새우는 내장을 제거하고 오징어는 껍질을 벗겨 안쪽에 대각선으로 칼집을 넣어 5x6cm로 썬다.', '2. 굴은 소금물에 흔들어 씻고 패주는 3등분 하고 모시조개는 소금물에 담가 해감시킨다.', '3. 곤약은 2x4cm로 썰어 가운데 칼집을 넣어 꼬아주고 버섯들은 찢어 준비한다.', '4. 쑥갓, 셀러리, 당귀잎은 잎만 뜯어 준비하고 배추잎은 저며 썬다.', '5. 통깨를 갈고 그 밖에 재료들은 모두 섞어 가는 체에 내려 땅콩 소스를 만든다.', '6. 냄비에 다시마 국물을 붓고 소금으로 약하게 간을 한 다음 해산물과 채소를 번갈아 가면서 익혀 소스에 찍어 먹는다.']","['새우', '모시조개', '굴', '패주', '오징어', '당귀잎', '배추잎', '샐러리잎', '백만송이버섯', '쑥갓', '팽이버섯', '곤약', '단호박', '다시물', '볶은통깨', '피넷버터', '맛술', '식초', '타비스코 소스', '진간장']","['13', '15', '25', '5', '10', '25', '25', '25', '25', '13', '13', '25', '5', '9', '38', '58', '05', '1', '1', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
고등어구이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053510_1416213310332.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/873-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/873-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/873-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/873-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/873-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/873-6.jpg']","['1. 손질된 고등어는 5cm 길이로 토막낸 뒤 껍질에 칼집을 넣는다.', '2. 칼집 낸 고등어에 밀가루를 묻힌다.', '3. 오븐을 200℃로 예열한다.', '4. 간장, 올리브오일, 발사믹식초, 꿀을 섞어 소스를 완성한다.', '5. 고등어를 팬에 넣어 오븐에 굽는다.', '6. 저나트륨발사믹소스와 구운 고등어를 함께 제공한다.']","['고등어', '밀가루', '간장', '올리브오일', '발사믹식초', '꿀']","['70', '4', '1', '13', '6', '4']","['g', 'g', 'g', 'g', 'g', 'g']"
골뱅이무침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053511_1416213311553.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/874-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/874-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/874-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/874-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/874-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/874-6.jpg']","['1. 양파와 대파는 채 썰고 오이는 반달썰기한다.', '2. 미나리와 깻잎은 다지듯 썬다.', '3. 골뱅이는 물기를 제거하고 한 입 크기로 썬다.', '4. 대파 채는 얼음물에 담가 둔다.', '5. 저나트륨 초고추장소스를 만든다.', '6. 내기 직전에 무친 후 완성한다.']","['골뱅이', '양파', '대파', '오이', '미나리', '깻잎', '고추가루', '생강즙', '사과주스', '설탕', '고추장', '식초', '깨소금', '참기름', '마늘다진것', '청고추', '홍고추']","['25', '13', '08', '25', '13', '3', '1', '1', '10', '10', '2', '3', '1', '13', '1', '5', '5']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
굴 두부 국,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053512_1416213312256.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/875-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/875-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/875-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/875-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/875-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/875-6.jpg']","['1. 굴은 소금으로 깨끗이 씻어 물기를 뺀다.', '2. 두부는 2x2x1cm 크기로 썰고, 실파는 2cm 길이로 자른다.', '3. 김은 구워서 잘게 찢거나 가위로 자른다.', '4. 고추는 채썰어 씨를 제거한다.', '5. 다시마 육수를 끓이다가 두부와 굴을 넣고 뭉근히 끓인 뒤 새우젓과 다진 마늘을 넣고 한소끔 끓인다.', '6. 실파와 홍고추를 넣고 마지막에 김과 참기름을 넣는다.']","['굴', '두부', '마늘다진것', '실파', '김', '새우젓', '소금', '참기름', '다시마 육수', '홍고추']","['20', '20', '1', '2', '03', '05', '02', '1', '100', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
과일퓨레수제함박스테이크,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102744_1584062864601.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102854_1584062934752.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102910_1584062950180.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313103314_1584063194662.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313103350_1584063230679.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313103417_1584063257771.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313103434_1584063274927.JPG']","['1. 도라지, 사과, 배, 연근은 갈아서 뭉근하게 조려 퓨레를 만든다.', '2. 연근, 토마토, 양파, 양송이버섯, 당근, 청피망 등 모든 채소는 곱게 다진다.', '3. 고기에 퓨레, 달걀, 후추, 생강, 빵가루를 넣어 찰지게 반죽하고 납작하게 빚어서 오븐에 굽는다.', '4. 소스제조를 위해 밀가루, 버터를 볶아 루를 만든다.', '5. ④에 ②에서 다져놓은 야채를 넣어 끓이고, 소금간과 레몬즙을 뿌려준다.', '6. 구운 수제함박스테이크에 새싹채소-파인애플-방울토마토 순으로 장식하고 소스와 함께 제공한다.']","['도라지', '사과', '배', '깐연근', '토마토', '깐양파', '양송이버섯', '당근', '청피망', '달걀', '빵가루', '파인애플', '방울토마토', '버터', '밀가루', '레몬', '후추', '생강', '소금']","['13', '22', '22', '17', '9', '95', '13', '114', '23', '7', '5', '66', '3', '12', '12', '08', '1', '1', '01']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
금태찜,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053513_1416213313394.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/876-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/876-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/876-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/876-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/876-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/876-6.jpg']","['1. 금태는 아가미와 내장을 제거 한 후 몸통에 어슷하게 칼집을 넣어 소금, 흰후추, 청주, 생강즙으로 밑간을 해둔다.', '2. 밑간 한 금태의 수분을 닦고 녹말가루를 고루 묻힌다.', '3. 콩나물은 머리와 꼬리를 떼고 미나리는 7cm 길이로 썰고 느타리버섯은 굵게 찢고 홍고추, 대파, 당근, 무는 채썬다.', '4. 다시마 국물에 간장, 맛술, 식초를 섞어 찜소스를 만든다.', '5. 찜그릇에 무, 당근 채썬 것을 놓고 녹말 입힌 도미와 찜소스를 얹어 찐다.', '6. 중간 중간 소스를 뿌려 주고 느타리버섯, 미나리, 홍고추, 콩나물, 채썬 대파를 얹어 찐다.']","['금태', '소금', '흰후춧가루', '청주', '생강즙', '녹말가루', '콩나물', '미나리', '느타리버섯', '홍고추', '당근', '대파', '무', '다시마국물', '간장', '맛술', '식초']","['50', '01', '01', '3', '3', '1', '16', '12', '16', '08', '10', '4', '16', '100', '2', '2', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
김자반,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053514_1416213314112.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/877-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/877-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/877-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/877-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/877-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/877-6.jpg']","['1. 김은 티를 골라낸다.', '2. 홍고추, 마늘, 생강은 곱게 채썬다.', '3. 간장소스의 양념들은 모두 합하여 20분 가량 낮은 불에서 끓여서 식힌다.', '4. 김은 먹기 좋은 크기로 12~18등분으로 자른다.', '5. 양념간장에 마늘, 생강, 홍고추채를 섞는다.', '6. 김을 차곡차곡 쌓은 뒤 양념간장을 위에 부어준다.']","['김', '마늘', '생강', '통깨', '물', '간장', '설탕', '물엿', '식초', '홍고추']","['10', '8', '5', '13', '30', '2', '2', '1', '1', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
